bodyPart,equipment,gifUrl,id,name,target
chest,body weight,https://gymvisual.com/img/p/6/5/6/4/6564.gif,1297,isometric chest squeeze,pectorals
chest,body weight,https://gymvisual.com/img/p/5/2/3/9/5239.gif,500,isometric wipers,pectorals
cardio,body weight,https://gymvisual.com/img/p/3/3/1/3/6/33136.gif,501,jack burpee,cardiovascular system
cardio,body weight,https://gymvisual.com/img/p/1/2/9/4/8/12948.gif,3224,jack jump (male),cardiovascular system
cardio,rope,https://gymvisual.com/img/p/2/2/9/8/7/22987.gif,2612,jump rope,cardiovascular system
upper legs,body weight,https://gymvisual.com/img/p/2/6/2/3/7/26237.gif,514,jump squat,glutes
waist,kettlebell,https://gymvisual.com/img/p/5/2/5/5/5255.gif,517,kettlebell advanced windmill,abs
lower arms,kettlebell,https://gymvisual.com/img/p/5/2/5/6/5256.gif,518,kettlebell alternating hang clean,forearms
shoulders,kettlebell,https://gymvisual.com/img/p/1/0/7/0/5/10705.gif,520,kettlebell alternating press,delts
chest,kettlebell,https://gymvisual.com/img/p/1/0/7/0/5/10705.gif,519,kettlebell alternating press on floor,pectorals
back,kettlebell,https://gymvisual.com/img/p/1/0/7/0/6/10706.gif,521,kettlebell alternating renegade row,upper back
back,kettlebell,https://gymvisual.com/img/p/5/2/6/0/5260.gif,522,kettlebell alternating row,upper back
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/6/1/5261.gif,523,kettlebell arnold press,delts
waist,kettlebell,https://gymvisual.com/img/p/1/1/7/5/5/11755.gif,524,kettlebell bent press,abs
upper arms,kettlebell,https://gymvisual.com/img/p/5/2/6/3/5263.gif,525,kettlebell bottoms up clean from the hang position,biceps
upper arms,kettlebell,https://gymvisual.com/img/p/5/2/6/4/5264.gif,526,kettlebell double alternating hang clean,biceps
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/6/5/5265.gif,527,kettlebell double jerk,delts
shoulders,kettlebell,https://gymvisual.com/img/p/1/0/7/0/7/10707.gif,528,kettlebell double push press,delts
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/6/7/5267.gif,529,kettlebell double snatch,delts
waist,kettlebell,https://gymvisual.com/img/p/1/9/1/5/6/19156.gif,530,kettlebell double windmill,abs
shoulders,kettlebell,https://gymvisual.com/img/p/2/8/4/1/4/28414.gif,552,kettlebell two arm clean,delts
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/9/1/5291.gif,553,kettlebell two arm military press,delts
back,body weight,https://gymvisual.com/img/p/6/6/1/9/6619.gif,1355,one arm against wall,lats
upper arms,body weight,https://gymvisual.com/img/p/5/3/7/4/5374.gif,639,one arm dip,triceps
waist,medicine ball,https://gymvisual.com/img/p/5/3/7/5/5375.gif,640,one arm slam (with medicine ball),abs
waist,body weight,https://gymvisual.com/img/p/1/2/5/3/7/12537.gif,3119,potty squat,abs
waist,body weight,https://gymvisual.com/img/p/1/4/6/6/9/14669.gif,3679,sit-up with arms on chest,abs
cardio,body weight,https://gymvisual.com/img/p/1/3/6/7/9/13679.gif,3361,skater hops,cardiovascular system
back,body weight,https://gymvisual.com/img/p/5/5/3/1/5531.gif,808,suspended row,upper back
upper arms,body weight,https://gymvisual.com/img/p/2/0/8/5/5/20855.gif,812,triceps dip (bench leg),triceps
